undefined21-04-2020,celo-euro, USD, EUR,celo-dollar, USD, EUR,celo, USD, EUR,ubeswap, USD, EUR,bitcoin,6856.456278354705USD,6310.620650491164EUR,moola-market, USD, EUR,mobius,0.0032698282212558767USD,0.0030095891327825614EUR,weth,171.45641642665788USD,157.80694257134806EUR,wrapped-bitcoin,6853.868348285219USD,6308.238742946588EUR,knoxedge, USD, EUR,poofcash, USD, EUR,resource-protocol, USD, EUR,solana,0.5347904942320182USD,0.4922275883770804EUR,truefeedbackchain,0.00011420291957614201USD,0.00010511373761291604EUR,premio, USD, EUR,usd-coin,0.9997959263158033USD,0.9202031724177283EUR,chubbyakita, USD, EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,3.419880359487937USD,3.1476271039494614EUR,saber, USD, EUR,fantom,0.0030190032823973283USD,0.002778663450088959EUR,avalanche-2, USD, EUR,wmatic, USD, EUR,binancecoin,15.027804337444612USD,13.831455861944999EUR,aave, USD, EUR,curve-dao-token, USD, EUR,celostarter, USD, EUR,sushi, USD, EUR,moola-celo-atoken, USD, EUR,
24-03-2021,celo-euro, USD, EUR,celo-dollar,0.9980912901015905USD,0.8429060601340145EUR,celo,3.8023684160595606USD,3.212339699465933EUR,ubeswap, USD, EUR,bitcoin,54584.86994699455USD,46114.717337839604EUR,moola-market, USD, EUR,mobius,0.015673165162256364USD,0.013241097431368391EUR,weth,1673.7828001609976USD,1414.0552279288145EUR,wrapped-bitcoin,54590.93958826513USD,46103.03111920244EUR,knoxedge, USD, EUR,poofcash, USD, EUR,resource-protocol, USD, EUR,solana,14.194567786228824USD,11.991939924568548EUR,truefeedbackchain,0.008457857144933613USD,0.007145417620325675EUR,premio, USD, EUR,usd-coin,0.9993339581428111USD,0.8442633105219582EUR,chubbyakita, USD, EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,33.515083090803174USD,28.31441358727085EUR,saber, USD, EUR,fantom,0.3812099871058137USD,0.32205610856665606EUR,avalanche-2,28.757556645820873USD,24.286274223415322EUR,wmatic,0.33347467679634424USD,0.2817280772991485EUR,binancecoin,255.27786787587382USD,215.6653800061027EUR,aave,332.58307598061964USD,280.8723941610006EUR,curve-dao-token,2.915957641795318USD,2.4634768306873704EUR,celostarter, USD, EUR,sushi,16.53213226449962USD,13.961683275750673EUR,moola-celo-atoken, USD, EUR,
25-03-2021,celo-euro, USD, EUR,celo-dollar,0.9977209941904428USD,0.8446705936816274EUR,celo,3.5451837932412644USD,3.0008350025242403EUR,ubeswap, USD, EUR,bitcoin,52526.86659704657USD,44461.5763385364EUR,moola-market, USD, EUR,mobius,0.014135510235513904USD,0.011965864904975108EUR,weth,1584.0132410650283USD,1340.8846327071983EUR,wrapped-bitcoin,52639.434960370265USD,44559.860727738EUR,knoxedge, USD, EUR,poofcash, USD, EUR,resource-protocol, USD, EUR,solana,13.60393816401807USD,11.515107874685734EUR,truefeedbackchain,0.007628735855084242USD,0.00645737397947947EUR,premio, USD, EUR,usd-coin,1.0003118251171248USD,0.8467749633917226EUR,chubbyakita, USD, EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,31.87368427357352USD,26.980276895473178EUR,saber, USD, EUR,fantom,0.33944096392519224USD,0.28732116167833455EUR,avalanche-2,26.053184110042988USD,22.053369019548626EUR,wmatic,0.3207418240353582USD,0.27149319992202475EUR,binancecoin,248.3507195782589USD,210.21745998989527EUR,aave,308.7901563965523USD,261.3831476357719EUR,curve-dao-token,2.525007652184889USD,2.137302827222505EUR,celostarter, USD, EUR,sushi,14.8366727331841USD,12.559406672040408EUR,moola-celo-atoken, USD, EUR,
26-03-2021,celo-euro, USD, EUR,celo-dollar,0.9957590512407064USD,0.8455408322886353EUR,celo,3.2644107116727303USD,2.772029850798997EUR,ubeswap, USD, EUR,bitcoin,51416.908304980054USD,43661.54177461499EUR,moola-market, USD, EUR,mobius,0.012578346920800029USD,0.010680802661021971EUR,weth,1585.5561349358793USD,1346.3623075317216EUR,wrapped-bitcoin,51549.174928035354USD,43772.569496741766EUR,knoxedge, USD, EUR,poofcash, USD, EUR,resource-protocol, USD, EUR,solana,12.964522758314372USD,11.009044897109538EUR,truefeedbackchain,0.0076962766984898364USD,0.00653542419522651EUR,premio, USD, EUR,usd-coin,0.9999520864225984USD,0.8491263133712177EUR,chubbyakita, USD, EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,31.92077810976367USD,27.105273365680972EUR,saber, USD, EUR,fantom,0.32364785150883024USD,0.2748310751221988EUR,avalanche-2,25.768828212177734USD,21.881394325745052EUR,wmatic,0.30228996441520406USD,0.25668710496345504EUR,binancecoin,234.2370384788448USD,198.90050732800307EUR,aave,325.4572961922337USD,276.3675958356702EUR,curve-dao-token,2.3861457193299147USD,2.026176548403241EUR,celostarter, USD, EUR,sushi,14.739032978670291USD,12.515900417398512EUR,moola-celo-atoken, USD, EUR,
27-03-2021,celo-euro, USD, EUR,celo-dollar,0.998558574804301USD,0.8466508544950483EUR,celo,3.6215626164127617USD,3.0706251602657355EUR,ubeswap, USD, EUR,bitcoin,55033.100480447036USD,46661.08000365804EUR,moola-market, USD, EUR,mobius,0.012944811592319968USD,0.010975556239215102EUR,weth,1698.1519494185884USD,1439.8171878093888EUR,wrapped-bitcoin,54920.23571764345USD,46565.38501862548EUR,knoxedge, USD, EUR,poofcash, USD, EUR,resource-protocol, USD, EUR,solana,14.749054072098563USD,12.505324723272425EUR,truefeedbackchain,0.007770948197241949USD,0.006588777160840125EUR,premio, USD, EUR,usd-coin,1.0030460030886108USD,0.8504556237767494EUR,chubbyakita, USD, EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,34.02464574896238USD,28.848578465109988EUR,saber, USD, EUR,fantom,0.36949333443391313USD,0.313283421946485EUR,avalanche-2,28.15734922216305USD,23.873856157043054EUR,wmatic,0.34057113072909834USD,0.2887610663246728EUR,binancecoin,254.7015843221757USD,215.95459640399594EUR,aave,359.21790882267095USD,304.5711660072043EUR,curve-dao-token,2.630913840749489USD,2.23068081089779EUR,celostarter, USD, EUR,sushi,16.833328542766402USD,14.272524771540969EUR,moola-celo-atoken, USD, EUR,
28-03-2021,celo-euro, USD, EUR,celo-dollar,0.9988096452966696USD,0.8468637303866232EUR,celo,3.551125904222089USD,3.0109037737904996EUR,ubeswap, USD, EUR,bitcoin,55832.418109618324USD,47338.79983985637EUR,moola-market, USD, EUR,mobius,0.013488432735207999USD,0.011436477928499012EUR,weth,1716.0584068585574USD,1454.9995895983845EUR,wrapped-bitcoin,56001.441707406244USD,47482.11038478372EUR,knoxedge, USD, EUR,poofcash, USD, EUR,resource-protocol, USD, EUR,solana,16.56643725364522USD,14.046234853559916EUR,truefeedbackchain,0.007575853390117287USD,0.006423361541438905EUR,premio, USD, EUR,usd-coin,1.000058167439249USD,0.8479223186012178EUR,chubbyakita, USD, EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,34.39896828523723USD,29.16595643690892EUR,saber, USD, EUR,fantom,0.36003255955275USD,0.3052618863656692EUR,avalanche-2,27.67157136533701USD,23.46197822824242EUR,wmatic,0.3433923150845967USD,0.29115307236772237EUR,binancecoin,269.39591320216624USD,228.4135211144603EUR,aave,350.4577723683847USD,297.1436828312999EUR,curve-dao-token,3.1079126873529987USD,2.635115253964049EUR,celostarter, USD, EUR,sushi,16.19551956104499USD,13.731743756781915EUR,moola-celo-atoken, USD, EUR,
29-03-2021,celo-euro, USD, EUR,celo-dollar,1.0010361208861898USD,0.8492640294180298EUR,celo,3.565982505615068USD,3.0253260680262386EUR,ubeswap, USD, EUR,bitcoin,55728.10132780653USD,47277.492042457925EUR,moola-market, USD, EUR,mobius,0.014448213525759692USD,0.012257647632051632EUR,weth,1686.9837352476811USD,1431.2116962281027EUR,wrapped-bitcoin,55807.82466602295USD,47346.52132928387EUR,knoxedge, USD, EUR,poofcash, USD, EUR,resource-protocol, USD, EUR,solana,18.008069673329885USD,15.277776189807994EUR,truefeedbackchain,0.007285149004352176USD,0.006180611138057329EUR,premio, USD, EUR,usd-coin,1.0013425585715812USD,0.8495240065537506EUR,chubbyakita, USD, EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,33.80383745174376USD,28.67866863649762EUR,saber, USD, EUR,fantom,0.39712234173642497USD,0.33690270983551324EUR,avalanche-2,28.624516804103145USD,24.283895075928946EUR,wmatic,0.3450915953058093USD,0.2927619057936364EUR,binancecoin,268.6806004111688USD,227.937874164819EUR,aave,344.02887394847727USD,291.86033550292996EUR,curve-dao-token,3.010825650397706USD,2.554339319412657EUR,celostarter, USD, EUR,sushi,15.225239222619342USD,12.916483946901334EUR,moola-celo-atoken, USD, EUR,
30-03-2021,celo-euro, USD, EUR,celo-dollar,1.0023494631514125USD,0.851722399925797EUR,celo,4.401894480015146USD,3.740404188925347EUR,ubeswap, USD, EUR,bitcoin,57634.92869447539USD,48973.897419841785EUR,moola-market, USD, EUR,mobius,0.01447869176662084USD,0.012303543423829619EUR,weth,1812.6719705781188USD,1540.2745028714612EUR,wrapped-bitcoin,57656.391818136544USD,48992.13519405788EUR,knoxedge, USD, EUR,poofcash, USD, EUR,resource-protocol, USD, EUR,solana,18.884890865843666USD,16.04698277586986EUR,truefeedbackchain,0.006424114647518416USD,0.005458737242977233EUR,premio, USD, EUR,usd-coin,1.0035157886304866USD,0.8527566081887407EUR,chubbyakita, USD, EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,36.4451122178162USD,30.968359424396084EUR,saber, USD, EUR,fantom,0.4346182812363168USD,0.36932514222790397EUR,avalanche-2,29.600558910849777USD,25.15363734511392EUR,wmatic,0.3865824796530291USD,0.32848918410564976EUR,binancecoin,274.95685604326087USD,233.63798945821569EUR,aave,360.7268123919313USD,306.5189513865459EUR,curve-dao-token,3.5229022701095336USD,2.993501654371093EUR,celostarter, USD, EUR,sushi,15.825833920155958USD,13.44762255363843EUR,moola-celo-atoken, USD, EUR,
31-03-2021,celo-euro, USD, EUR,celo-dollar,1.000002962139017USD,0.8529175264527985EUR,celo,4.331213619324933USD,3.6944862363615916EUR,ubeswap, USD, EUR,bitcoin,58668.628336761USD,50043.81195360208EUR,moola-market, USD, EUR,mobius,0.015391232388201153USD,0.013128582706044084EUR,weth,1841.856571797272USD,1571.087079033926EUR,wrapped-bitcoin,58671.967413286155USD,50046.66015582634EUR,knoxedge, USD, EUR,poofcash, USD, EUR,resource-protocol, USD, EUR,solana,19.175755751876615USD,16.35528971711186EUR,truefeedbackchain,0.007124526297025252USD,0.006077156810625864EUR,premio, USD, EUR,usd-coin,1.00069294953662USD,0.8535820797181906EUR,chubbyakita, USD, EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,36.888628723285315USD,31.462864767520855EUR,saber, USD, EUR,fantom,0.4284622558164011USD,0.36547444805108764EUR,avalanche-2,29.62185815751755USD,25.264927150419048EUR,wmatic,0.36895804917748226USD,0.3147178953259496EUR,binancecoin,309.41128497847706USD,263.9015261274174EUR,aave,376.97833029770436USD,321.559122938969EUR,curve-dao-token,3.2869296605782843USD,2.80372141810633EUR,celostarter, USD, EUR,sushi,15.413660707057039USD,13.147713860173285EUR,moola-celo-atoken, USD, EUR,
01-04-2021,celo-euro, USD, EUR,celo-dollar,1.000530770099969USD,0.853185605179657EUR,celo,4.637017873761842USD,3.954138162546558EUR,ubeswap, USD, EUR,bitcoin,58817.3738884188USD,50151.45728919469EUR,moola-market, USD, EUR,mobius,0.01520853998329284USD,0.012967774536314406EUR,weth,1917.390570163189USD,1635.022213066966EUR,wrapped-bitcoin,58821.45238754192USD,50154.93487857105EUR,knoxedge, USD, EUR,poofcash, USD, EUR,resource-protocol, USD, EUR,solana,19.48663194355817USD,16.61689411712619EUR,truefeedbackchain,0.006623001999228243USD,0.0056476523638078965EUR,premio, USD, EUR,usd-coin,0.9990316334390995USD,0.8518383086947158EUR,chubbyakita, USD, EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,38.36120412253529USD,32.70921775193743EUR,saber, USD, EUR,fantom,0.42247841537801556USD,0.36023213556988EUR,avalanche-2,28.649511340932087USD,24.43038375428704EUR,wmatic,0.35919651329405444USD,0.3062987203707787EUR,binancecoin,302.74519342468096USD,258.1608170246085EUR,aave,381.1516576311669USD,324.99429700242143EUR,curve-dao-token,3.115363644426937USD,2.6563584265116504EUR,celostarter, USD, EUR,sushi,14.643886347020615USD,12.486314708195977EUR,moola-celo-atoken, USD, EUR,
02-04-2021,celo-euro, USD, EUR,celo-dollar,0.9995496400267666USD,0.8487805709740489EUR,celo,4.565952330839712USD,3.8769638219729905EUR,ubeswap, USD, EUR,bitcoin,58801.194843878126USD,49928.270945521384EUR,moola-market, USD, EUR,mobius,0.01589328793517252USD,0.013495992062894892EUR,weth,1970.6376237171137USD,1673.3925564684955EUR,wrapped-bitcoin,58830.31016126481USD,49956.52266747011EUR,knoxedge, USD, EUR,poofcash, USD, EUR,resource-protocol, USD, EUR,solana,19.05545051591954USD,16.18004019941881EUR,truefeedbackchain,0.006180957564306181USD,0.00524864046817893EUR,premio, USD, EUR,usd-coin,0.9997174509434927USD,0.8488630867484716EUR,chubbyakita, USD, EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,39.52478307634133USD,33.56061188447061EUR,saber, USD, EUR,fantom,0.44388495949423334USD,0.3769306838590017EUR,avalanche-2,28.352805253336USD,24.074451999023328EUR,wmatic,0.3629429405280623USD,0.30819916797939334EUR,binancecoin,335.83418525299265USD,285.1578142008715EUR,aave,383.01901845279855USD,325.2455787664338EUR,curve-dao-token,3.309421347799629USD,2.810238159961577EUR,celostarter, USD, EUR,sushi,14.889716452459343USD,12.64290290893257EUR,moola-celo-atoken, USD, EUR,
03-04-2021,celo-euro, USD, EUR,celo-dollar,0.9987234394505917USD,0.8492185354585956EUR,celo,4.457130841879975USD,3.7899161833739106EUR,ubeswap, USD, EUR,bitcoin,59060.02678333801USD,50218.97701397946EUR,moola-market, USD, EUR,mobius,0.02107736867047674USD,0.017922170889981055EUR,weth,2131.0421100392373USD,1812.033630334804EUR,wrapped-bitcoin,59096.259363841265USD,50249.785722111694EUR,knoxedge, USD, EUR,poofcash, USD, EUR,resource-protocol, USD, EUR,solana,19.73831924627352USD,16.78357180838336EUR,truefeedbackchain,0.006496082900403894USD,0.005523645274545035EUR,premio, USD, EUR,usd-coin,0.9988782746327748USD,0.8493501924333471EUR,chubbyakita, USD, EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,42.77508202516573USD,36.371823346326565EUR,saber, USD, EUR,fantom,0.42375998539221604USD,0.36032481061894295EUR,avalanche-2,28.920741371353532USD,24.5914220710274EUR,wmatic,0.39214456796143693USD,0.33344209471588176EUR,binancecoin,336.95153098017545USD,286.51123459856717EUR,aave,418.7712939915642USD,356.0829063662031EUR,curve-dao-token,3.352038091839908USD,2.8502513976438415EUR,celostarter, USD, EUR,sushi,16.384988370732234USD,13.932221151587104EUR,moola-celo-atoken, USD, EUR,
04-04-2021,celo-euro, USD, EUR,celo-dollar,1.0002574448418837USD,0.8506099287765341EUR,celo,4.297427167708485USD,3.6544933865747917EUR,ubeswap, USD, EUR,bitcoin,57060.40665471088USD,48523.656275506226EUR,moola-market, USD, EUR,mobius,0.024677738027113188USD,0.0209857263186148EUR,weth,2010.9408342955935USD,1710.0859870174627EUR,wrapped-bitcoin,57056.78876124842USD,48520.57965146685EUR,knoxedge, USD, EUR,poofcash, USD, EUR,resource-protocol, USD, EUR,solana,22.598963045163597USD,19.217954782939707EUR,truefeedbackchain,0.005630922173251818USD,0.004788485537833792EUR,premio, USD, EUR,usd-coin,0.9954684047379396USD,0.8465373721735004EUR,chubbyakita, USD, EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,40.29110521534517USD,34.26319325518262EUR,saber, USD, EUR,fantom,0.39110115054919503USD,0.332588898516681EUR,avalanche-2,28.203242721417254USD,23.98378378110873EUR,wmatic,0.3557215829198248USD,0.3025024326207726EUR,binancecoin,320.53878118767074USD,272.5832946729643EUR,aave,379.44966183449856USD,322.6805773771014EUR,curve-dao-token,2.925596514880324USD,2.4879009458855927EUR,celostarter, USD, EUR,sushi,14.794706571531165USD,12.58128531607097EUR,moola-celo-atoken, USD, EUR,
05-04-2021,celo-euro, USD, EUR,celo-dollar,1.0016113917610572USD,0.8513877120019502EUR,celo,4.411033886262994USD,3.7494582019335EUR,ubeswap, USD, EUR,bitcoin,58228.802623466196USD,49486.91248560528EUR,moola-market, USD, EUR,mobius,0.03004479715755213USD,0.02553861839026814EUR,weth,2077.2253948688967USD,1765.6789756956696EUR,wrapped-bitcoin,58217.29536587858USD,49477.132812599295EUR,knoxedge, USD, EUR,poofcash, USD, EUR,resource-protocol, USD, EUR,solana,24.02282911560326USD,20.416281780477767EUR,truefeedbackchain,0.0052751646463091465USD,0.00448320417795876EUR,premio, USD, EUR,usd-coin,1.000418175589247USD,0.8502253948880343EUR,chubbyakita, USD, EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,41.62070390354755USD,35.372187626508EUR,saber, USD, EUR,fantom,0.4086234635930849USD,0.3473372992764668EUR,avalanche-2,29.258499534139006USD,24.86592099907875EUR,wmatic,0.36638377346877987USD,0.3114328023563855EUR,binancecoin,349.04540444084336USD,296.6948765919967EUR,aave,404.0241678462736USD,343.368019527513EUR,curve-dao-token,3.108203065919151USD,2.6415685396327127EUR,celostarter, USD, EUR,sushi,15.266781902647265USD,12.974779935602848EUR,moola-celo-atoken, USD, EUR,
06-04-2021,celo-euro, USD, EUR,celo-dollar,1.000963019369335USD,0.8470439349178931EUR,celo,4.614440583481552USD,3.905141078072848EUR,ubeswap, USD, EUR,bitcoin,58706.81559311396USD,49682.814847849586EUR,moola-market, USD, EUR,mobius,0.026000586876145322USD,0.022002450631613577EUR,weth,2098.1243614626965USD,1775.6153714891814EUR,wrapped-bitcoin,58684.9276421598USD,49664.2913595005EUR,knoxedge, USD, EUR,poofcash, USD, EUR,resource-protocol, USD, EUR,solana,22.942985835974703USD,19.415019960991035EUR,truefeedbackchain,0.005787542613084967USD,0.004897586397928279EUR,premio, USD, EUR,usd-coin,0.9995305686004268USD,0.8458897263091496EUR,chubbyakita, USD, EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,42.05311967525089USD,35.58656940966789EUR,saber, USD, EUR,fantom,0.4698545785491729USD,0.397604570151088EUR,avalanche-2,31.15764993777871USD,26.36650694919654EUR,wmatic,0.36382658330832934USD,0.3079017077082562EUR,binancecoin,367.45802723081573USD,310.95363892550597EUR,aave,396.30586505497166USD,335.3655158796036EUR,curve-dao-token,3.2943395948741614USD,2.7879567727272687EUR,celostarter, USD, EUR,sushi,15.048198448808742USD,12.734221925136973EUR,moola-celo-atoken, USD, EUR,
07-04-2021,celo-euro, USD, EUR,celo-dollar,1.0012971833385158USD,0.8433045033738983EUR,celo,4.578306631251342USD,3.8559047845194567EUR,ubeswap, USD, EUR,bitcoin,58062.17872433649USD,48900.66366778089EUR,moola-market, USD, EUR,mobius,0.02619758460217463USD,0.02206392012296669EUR,weth,2115.176569161171USD,1781.4270886663687EUR,wrapped-bitcoin,58111.95532959225USD,48942.58612204657EUR,knoxedge, USD, EUR,poofcash, USD, EUR,resource-protocol, USD, EUR,solana,24.989549183579577USD,21.04649819700093EUR,truefeedbackchain,0.0058007372424380265USD,0.004885450514428214EUR,premio, USD, EUR,usd-coin,0.9998567004824946USD,0.8420913114267631EUR,chubbyakita, USD, EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,42.4151489189854USD,35.72254740135652EUR,saber, USD, EUR,fantom,0.46082783672713656USD,0.38811473402563523EUR,avalanche-2,31.6387730003081USD,26.646554286135494EUR,wmatic,0.3720845744483402USD,0.31337409361528556EUR,binancecoin,404.4605067817102USD,340.6414923376378EUR,aave,383.9257322179914USD,323.3468587827791EUR,curve-dao-token,3.180667631268092USD,2.6787964470655634EUR,celostarter, USD, EUR,sushi,15.332523178941457USD,12.913235011582648EUR,moola-celo-atoken, USD, EUR,
08-04-2021,celo-euro, USD, EUR,celo-dollar,0.9995709143093496USD,0.8419215884172221EUR,celo,4.246492439353204USD,3.5767483912957343EUR,ubeswap, USD, EUR,bitcoin,56134.41738866435USD,47281.06548137643EUR,moola-market, USD, EUR,mobius,0.021898964058774287USD,0.018445125144316586EUR,weth,1986.3539589755062USD,1673.0721716277678EUR,wrapped-bitcoin,56167.97257855702USD,47309.32844738474EUR,knoxedge, USD, EUR,poofcash, USD, EUR,resource-protocol, USD, EUR,solana,26.674732954277772USD,22.46767409692797EUR,truefeedbackchain,0.0025165549258886048USD,0.00211965143264223EUR,premio, USD, EUR,usd-coin,0.9985358718598235USD,0.8410497897577085EUR,chubbyakita, USD, EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,39.60453334425862USD,33.35822515880222EUR,saber, USD, EUR,fantom,0.4155486219727381USD,0.35000953996106376EUR,avalanche-2,29.581033707640348USD,24.915601814372433EUR,wmatic,0.3356495012788342USD,0.2827118688856406EUR,binancecoin,377.00503501889756USD,317.5449319108221EUR,aave,350.2759946174007USD,295.03151557432847EUR,curve-dao-token,2.90177862168316USD,2.4441188028071594EUR,celostarter, USD, EUR,sushi,13.912426398134677USD,11.71820024390007EUR,moola-celo-atoken, USD, EUR,
09-04-2021,celo-euro, USD, EUR,celo-dollar,1.0032328320094488USD,0.8418859053358656EUR,celo,4.44842726715334USD,3.7330000550588696EUR,ubeswap, USD, EUR,bitcoin,58065.644024815316USD,48727.12069323635EUR,moola-market, USD, EUR,mobius,0.025477639339885914USD,0.021380147037770112EUR,weth,2080.588461281466USD,1745.9736608189519EUR,wrapped-bitcoin,58171.79201353043USD,48816.1972193704EUR,knoxedge, USD, EUR,poofcash, USD, EUR,resource-protocol, USD, EUR,solana,27.00514637240972USD,22.661989696774175EUR,truefeedbackchain,0.005083330884963581USD,0.004265794028727544EUR,premio, USD, EUR,usd-coin,1.001344379784624USD,0.8403011672170027EUR,chubbyakita, USD, EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,41.66087442565303USD,34.960680974398535EUR,saber, USD, EUR,fantom,0.43568061266260205USD,0.36561140676991377EUR,avalanche-2,30.762516784121452USD,25.81507349728156EUR,wmatic,0.35442556936763314USD,0.29742436832294455EUR,binancecoin,418.1377217019414USD,350.8898863337833EUR,aave,370.59499804593935USD,310.99331629520503EUR,curve-dao-token,3.0726262890401794USD,2.578465020852716EUR,celostarter, USD, EUR,sushi,14.413977477109306USD,12.095820721398244EUR,moola-celo-atoken, USD, EUR,
10-04-2021,celo-euro, USD, EUR,celo-dollar,0.9985817952263072USD,0.839088310892762EUR,celo,4.368195174419965USD,3.670507041161611EUR,ubeswap, USD, EUR,bitcoin,58152.993262141834USD,48864.797178312525EUR,moola-market, USD, EUR,mobius,0.029779383017582154USD,0.025023019962013924EUR,weth,2071.7332976974644USD,1740.8360553892269EUR,wrapped-bitcoin,58184.715512645074USD,48891.45275096544EUR,knoxedge, USD, EUR,poofcash, USD, EUR,resource-protocol, USD, EUR,solana,27.784698122914115USD,23.346926138722292EUR,truefeedbackchain,0.005465366213690128USD,0.004592437922039545EUR,premio, USD, EUR,usd-coin,1.0012366370700763USD,0.8413191213972445EUR,chubbyakita, USD, EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,41.47336774219355USD,34.849241446410424EUR,saber, USD, EUR,fantom,0.45107846160389714USD,0.379032209716523EUR,avalanche-2,31.471558327453188USD,26.44492103139237EUR,wmatic,0.3616470927552913USD,0.30450974527669744EUR,binancecoin,451.21085727443034USD,379.1434591505582EUR,aave,359.3009195637708USD,301.9133766910452EUR,curve-dao-token,2.9767885019464493USD,2.5013358424155645EUR,celostarter, USD, EUR,sushi,14.527926479628148USD,12.207526062301936EUR,moola-celo-atoken, USD, EUR,
